,Ingredient,Category,predict,OX
3387,닭 볶음 감자 대파 떡볶이 떡 부추 양배추 물,Korean,Korean,O
3388,무 국 멸치 굵다 멸치 고추 청양고추 대파 다시마 육수,Korean,Korean,O
3389,대구 또는 명란 고니 미더덕 또는 오만둥이 무 양파 미나리 대파 청양고추 고추 두부 멸치 다시마 육수,Korean,Korean,O
3390,콩나물 간장 고추장 고춧가루 올리고당 멸치 다시마 육수 식용유 참기름 통깨,Korean,Korean,O
3391,멍게 영양 부추 상추 김 가루 밥 참기름,Korean,Korean,O
3392,애호박 양파 대파 고추 고추 다시마 멸치 육수,Korean,Korean,O
3393,묵은지 참치 작다 두부 양파 대파 청양고추 다지다 들기름 김치 국물 설탕 고춧가루 쌀뜨물 또는 멸치 육수,Korean,Korean,O
3394,쇠고기 등심 파 새 송이버섯 나무 꼬치 잣가루 생략 가능 식용유,Korean,Korean,O
3395,애호박 돼지고기 갈다 것 두부 양파 당근 다지다 다지다 파 달걀 부치다 가루 소금 후춧가루 식용유,Korean,Korean,O
3396,시금치 또는 섬초 통깨 다지다 참기름 깨소금 소금,Korean,Korean,O
3397,고구마줄기 양파 들깨 가루 들기름 국 간장 물 소금,Korean,Korean,O
3398,낙지 곱창 또는 막창 칵테일 새우 양파 양배추 부추 청양고추 깻잎 당면 다시마 육수 또는 물,Korean,Korean,O
3399,달걀 소금 식초 양파 고추 고추 대파,Korean,Chinese,X
3400,오징어 중간 다지다 돼지고기 두부 양파 당근 고추 부추 불리다 당면 달걀 전분 가루 밀가루 나무 꼬치,Korean,Korean,O
3401,도토리묵 배추김치 당근 오이 적채 실파 통깨 다시마 멸치 육수,Korean,Korean,O
3402,당면 사각 어묵 단무지 당근 시금치 참기름 통깨 식용유 참기름 깨소금,Korean,Korean,O
3403,오이 쇠고기 표고버섯 고추 통깨 소금 식용유 참기름,Korean,Korean,O
3404,골뱅이 통조림 진미 오징어채 소면 깻잎 고추 고추 대파 오이 양파 당근 통깨 후춧가루,Korean,Korean,O
3405,취나물 소금 통깨 소금 깨소금,Korean,Korean,O
3406,미나리 바지락 살 고추 식용유 다지다 양파,Korean,Korean,O
3407,오이 달래 굵다 소금 통깨 매실 다지다 참기름,Korean,Korean,O
3408,냉이 소금 통깨 다지다 참기름 깨소금,Korean,Korean,O
3409,취나물 베이컨 밥 통깨,Korean,Japanese,X
3410,주꾸미 양파 당근 대파 청양고추 고추 실파 세 발 나물 밥 밀가루 참기름 통깨 식용유,Korean,Korean,O
3411,당근 시금치 단무지 밥 구 운김 참기름 통깨,Korean,Korean,O
3412,돼지갈비 찌다 무 양파 표고버섯 당근 마르다 고추 대파 희다 부분 실파 통깨 물,Korean,Korean,O
3413,닭 다리 살 우유 땅콩 튀김 기름 가루 후춧가루,Korean,Japanese,X
3414,쇠고기 불고기 당근 애호박 양파 표고버섯 달걀 밥 어린잎채소 참기름 통깨,Korean,Korean,O
3415,율무 밥 돼지고기 다지다 것 오징어 손질 것 양배추 깻잎 포도 씨유 후춧가루,Korean,Korean,O
3416,현미 밥 쇠고기 안심 우엉 양파 붉다 고추 대파 깨소금 포도 씨유,Korean,Korean,O
3417,동태 무 양파 청양고추 고추 대파 다시마 멸치 육수 후춧가루,Korean,Korean,O
3418,돼지고기 대패 삼겹살 콩나물 양파 대파 청양고추 고추 참기름 통깨 후춧가루,Korean,Korean,O
3419,불리다 시래기 나물 표고버섯 쌀 부추 고추 통깨 다시마 육수,Korean,Korean,O
3420,굴 불리다 미역 무 양파 대파 콩나물 고추 청양고추 부추 또는 쪽파 다시마 멸치 육수 밥,Korean,Korean,O
3421,단호박 중간 사이즈 강낭콩 또는 호랑이 콩 삶다 팥 찹쌀 가루 물 설탕 소금,Korean,Korean,O
3422,달걀 당근 실파 또는 대파 대다 식용유,Korean,Chinese,X
3423,낙지 양파 대파 양배추 청양고추 실파 생략 가능 참기름 통깨 밀가루 굵다 소금 고추기름 소면,Korean,Korean,O
3424,콩나물 오징어 청양고추 배추김치 대파 다시마 멸치 육수 밥 고춧가루,Korean,Korean,O
3425,애호박 고추 다지다 소금 통깨 식용유,Korean,Korean,O
3426,감자 마르다 고추 물엿 통깨 식용유 참기름 후추,Korean,Korean,O
3427,닭 감자 작다 사이즈 양파 당근 대파 고추 물 후추,Korean,Korean,O
3428,쇠고기 불고기 양파 당근 대파 버섯 류 생략 가능 참기름 통깨,Korean,Korean,O
3429,감자 햄 양파 피망 참기름 통깨 식용유,Korean,Korean,O
3430,배추김치 고슬고슬하다 밥 베이컨 슬 라이스 달걀 양파 실파 참기름 식용유 통깨,Korean,Korean,O
3431,달걀 오이 스팸 단무지 적채 피클 밥 구 운김,Korean,Korean,O
3432,어묵 사각 어묵 양파 꽈리 고추 식물 성유 참기름 통깨,Korean,Korean,O
3433,쇠고기 불고기 양파 당근 팽이버섯 표고버섯 고추 대파 불리다 당면 다시마 육수,Korean,Japanese,X
3434,돼지고기 불고기 양파 깻잎 대파 청양고추 고추 깨 다지다 참기름 가루 후춧가루,Korean,Korean,O
3435,쌀 콩나물 다지다 쇠고기 물 부추 고춧가루 깨 후추,Korean,Korean,O
3436,봄 동 대파 다시마 멸치 육수 된장 고춧가루 다지다 청양고추 소금,Korean,Korean,O
3437,염장 미역 당근 양파 다지다 통깨,Korean,Korean,O
3438,멸치 중간 꽈리 고추 올리브유 참기름 통깨 후추,Korean,Korean,O
3439,갑오징어 새 송이버섯 양파 청양고추 대파 청경채 참기름 깨 후추,Korean,Korean,O
3440,멸치 견과류 아몬드 땅콩 호두 해바라기씨 통깨 참기름 간장 다지다 후추,Korean,Korean,O
3441,고등어 중간 사이즈 단호박 작다 사이즈 무 양파 대파 붉다 고추 청양고추 다시마 멸치 육수 청주 소금,Korean,Korean,O
3442,감자 꽈리 고추 양파 올리고당 참기름 통깨 후추,Korean,Korean,O
3443,오징어 콩나물 달걀 밥 깻잎 당근 새싹 채소 참기름 통깨,Korean,Korean,O
3444,명 엽채 참기름 통깨 식용유 다지다 후추,Korean,Korean,O
3445,돼지고기 불고기 오징어 양파 당근 고추 붉다 고추 대파 팽이버섯 깻잎 후춧가루,Korean,Korean,O
3446,오징어채 식용유 참기름 통깨 설탕 간장 곱다 고춧가루 다지다 물 후추,Korean,Korean,O
3447,메추리 새 송이버섯 깨 물 후추,Korean,Korean,O
3448,밥 다지다 돼지고기 버섯 양파 두부 전분 고추기름 참기름 무순 식용유,Korean,Chinese,X
3449,멸치 꽈리 고추 고추 식용유 참기름 통깨,Korean,Korean,O
3450,깻잎 고추 고추 간장 물 다지다 대파 고춧가루 설탕 맛술 참기름 다지다,Korean,Korean,O
3451,갈치 감자 양파 대파 고추 청양고추 다시마 육수 후추,Korean,Korean,O
3452,닭다리 살 청주 감자 양파 대파 고추 쪽파 묵은지 또는 자다 익다 김치 다시마 육수 통깨,Korean,Korean,O
3453,코다리 양파 꽈리 고추 대파 올리고당 실고추 멸치 국물,Korean,Korean,O
3454,닭다리 살 더덕 전분 가루 깨소금 실파 올리고당 다지다,Korean,Korean,O
3455,돼지고기 안심 달걀 양파 두 통후추 월계수,Korean,Korean,O
3456,찹쌀 불리다 전 대추 밤 잣 물 참기름 소금,Korean,Korean,O
3457,주꾸미 양파 당근 대파 청양고추 고추 소면 청주 소금 참기름 통깨 식용유,Korean,Korean,O
3458,가지 양파 청양고추 고추 대파 참기름 통깨 식용유,Korean,Korean,O
3459,무 양배추 쪽파 굵다 소금 비트 물,Korean,Korean,O
3460,바게트 바질 선 드라이 토마토 선 드라이 토마토 페이스 트 올리브오일 리 코타 치즈 부라타 치즈 소금 후춧가루,Western,Western,O
3461,바지락 양파 햄 또는 베이컨 양송이버섯 청양고추 스파게티 또는 푸실리 우유 생크림 버터 체다 치즈 파 마산 치즈 가루 후추,Western,Western,O
3462,스파게티 면 펜네 카 놀라다 유 베이컨 날치 피망 대파 양파 양송이 곱다 고춧가루,Western,Western,O
3463,비스큐 생크림 보리 관자 적 양파 차 이브 아 부르다 처빌 바지락 버터 꼰길리 면 엑스트라 버진 올리브유 소금 후추,Western,Western,O
3464,쌀 양파 라나 파다 치즈 버터 방울토마토 관자 새우 초록 콩 샤프 론 화이트 와인 조개 스톡 소금 후추 올리브유,Western,Western,O
3465,스파게티 면 양파 송로 오일 치킨 스톡 채소 스톡 으로 변경 가능 파슬리 꽃 소금 소금 후추 라나 파다 치즈 올리브유,Western,Western,O
3466,옥수수 양파 우유 생크림 타임 소금 후추 올리브유,Western,Western,O
3467,브리 치즈 어리다 양배추 애호박 비트 아 부르다 파프리카 빨강 파프리카 노란색 아스파라거스 프리 세 소렐,Western,Western,O
3468,사과 양파 우유 생크림 타임 시나몬 스틱 차 이브 소금 후추 올리브유,Western,Western,O
3469,스파게티 면 페페 론 치노 파슬리 치킨 스톡 양파 간 차 이브 육회 소고기 송로 오일 엑스트라 버진 루꼴 라 꽃 소금 소금 후추 올리브유,Western,Western,O
3470,토마토소스 방울토마토 바게트 채소 스톡 바질 리 코타 치즈 처빌 라나 파다 치즈 소금 후추 올리브유,Western,Western,O
3471,스파게티 면 대파 방울토마토 파슬리 조개 스톡 페페 론 치노 성게 화이트 와인 엑스트라 버진 쏘렐 아 부르다 라나 파다 치즈 꽃 소금 소금 후추 올리브유,Western,Western,O
3472,오렌지 주스 버터 참치 토마토 키위 올리브 간 바질 맛술 간장 엑스트라 버진 레시틴 소금 후추 올리브유,Western,Western,O
3473,양송이버섯 양파 우유 생크림 버터 송로버섯 송로 오일 설탕 소금 후추 올리브유,Western,Western,O
3474,토마토 카펠리니 부라타 치즈 바질 엑스트라 버진 바질 오일 라나 파다 치즈 꽃 소금 소금 후추 올리브유,Western,Western,O
3475,멜론 오이 양파 발사믹 리덕 션 엑스트라 버진 셀러리 크림 치즈 래 디쉬 블루베리 올리브 포도 소금 후추,Western,Western,O
3476,홍합 살 바지락 살 볼 로티 콩 베이컨 타임 파슬리 로즈마리 간 양파 당근 새다 리 라나 파다 치즈 엑스트라 버진 토마토소스 올리브유 소금 후추,Western,Western,O
3477,광어 바지락 아스파라거스 방울토마토 화이트 와인 타임 버터 엑스트라 버진 파슬리 케이 퍼 적 양파 레몬 처빌 소금 후추 올리브유,Western,Western,O
3478,감자 광어 새우 레몬 아스파라거스 토마토 타임 라나 파다 치즈 엑스트라 버진 소금 후추 종이 호일,Western,Western,O
3479,가지 스카 모르다 짜다 치즈 리 코타 치즈 차 이브 된장 설탕 간 맛술 깨 꿀 올리브유,Western,Western,O
3480,초록 올리브 레몬 채소 스톡 버터 광어 양파 꿀 쏘렐 타임 발사믹 리덕 션 소금 후추 올리브유,Western,Western,O
3481,펜네 양파 바질 베이컨 가지 강력 분 토마토소스 채소 스톡 파슬리 화이트 와인 엑스트라 버진 리 코타 치즈 식용유 꽃 소금 소금 후추 라나 파다 치즈 올리브유,Western,Western,O
3482,돌 문어 꾸스꾸스 양파 병아리 콩 생크림 우유 채소 스톡 적 양파 차 이브 버터 타임 아보카도 무스 캐비어 엑스트라 버진 소금 후추 올리브유,Western,Western,O
3483,스파게티 면 양파 송로 오일 치킨 스톡 채소 스톡 으로 변경 가능 표고버섯 양송이버섯 송로버섯 파슬리 꽃 소금 소금 후추 라나 파다 치즈 올리브유,Western,Western,O
3484,스파게티 면 양파 베이컨 치킨 스톡 채소 스톡 으로 변경 가능 파슬리 달걀 꽃 소금 소금 후추 라나 파다 치즈 올리브유,Western,Western,O
3485,쌀 바질 양파 라나 파다 치즈 버터 방울토마토 오징어 관자 새우 홍합 화이트 와인 바지락 소금 후추 올리브유,Western,Western,O
3486,애호박 가지 아스파라거스 달걀 볼 로 네 제 초록 콩 세 발 나물 식초 소금 후추 올리브유,Western,Western,O
3487,바게트 선 드라이 토마토 페스 토 올리브오일 파 마산 치즈 파슬리,Western,Western,O
3488,양파 식용유 버터 발사믹 식초 설탕 소금 후춧가루 가루 생략 가능,Western,Western,O
3489,연어 그라브락스 샐러드 채소 양파 퀴노아 다지다 후춧가루,Western,Western,O
3490,스파게티 면 다지다 쇠고기 양파 빵가루 달걀 소금 후추 파슬리 파 마산 치즈 식용유,Western,Western,O
3491,파스타 면 관자 화이트와인 레몬 페퍼 론 치노 버터 올리브오일 소금 후춧가루 이탈리안 파슬리,Western,Western,O
3492,파스타 면 굴 레몬 화이트와인 페퍼 론 치노 대파 올리브오일 소금 후춧가루 파 마산 치즈 딜 또는 이탈리안 파슬리,Western,Western,O
3493,쇠고기 사태 두껍다 베이컨 당근 셀러리 양송이버섯 양파 파슬리 올리브오일 버터 레드 와인 치킨 스톡 고형 물 토마토 페이스 트 소금 후춧가루 월계수 생략 가능,Western,Western,O
3494,크림 치즈 써다 드라이 토마토,Western,Western,O
3495,감자 소금 딜 샬롯 양파 로 대체 가능 다지다 피클 베이컨,Western,Western,O
3496,오이 적 양파 올리브오일 레드와인 비 네 거 허브 가루 생략 가능 후춧가루,Western,Western,O
3497,파스타 면 펜네 페타 치즈 올리브오일 방울토마토 다지다 건 바질 생 바질 소금 후춧가루,Western,Western,O
3498,닭 가슴 살 생크림 버터 양송이버섯 레드와인 또는 화이트와인 소금 후춧가루 파 마산 치즈 파슬리,Western,Western,O
3499,가지 주 키 니 호박 토마토 작다 것 노랗다 주 키 니 호박 올리브오일 소금 후춧가루 파슬리,Western,Western,O
3500,시금치 쇠고기 불고기 또는 차돌박이 양파 다지다 밥 우유 생크림 소금 후춧가루 버터 파 마산 치즈 가루,Western,Western,O
3501,가자미 필렛 그린 빈스 버터 레몬 밀가루 파슬리 가루 소금 후춧가루,Western,Western,O
3502,간 소고기 라자냐 당근 셀러리 양파 파 마산 치즈 올리브오일 슈 레드 모차렐라 치즈 토마토소스 건 바질 우유 소금 후춧가루,Western,Western,O
3503,파인애플 오이 양파 라임 고수 올리브오일,Western,Western,O
3504,딜 사워크림 바게트 또는 곡물 빵 올리브오일,Western,Western,O
3505,자숙 문어 감자 그린 올리브 양파 셀러리 파프리카 파우더 생략 가능 파슬리 생략 가능,Western,Western,O
3506,양배추 올리브 오일 간장 후춧가루 버터 허브 가루 생략 가능 파슬리 가루,Western,Western,O
3507,양파 로즈마리 생략 가능 발사믹 식초 설탕 소금 후춧가루,Western,Western,O
3508,쌀 꼬막 청양고추 쪽파 다시마 육수,Western,Korean,X
3509,토르티야 닭다리 살 양파 파프리카 빨 노 소금 후춧가루 큐민 가루 체다 모차렐라 슈 레드 치즈 올리브유,Western,Western,O
3510,제주 맘 소시지 양파 양배추 통조림 콩 토마토소스 슈 레드 치즈 레드 와인 생략 가능 파프리카 가루 올리브 오일 월계수 소금 후춧가루 파슬리 생략 가능 물,Western,Western,O
3511,방울토마토 적 양파 꿀 올리고당 으로 대체 가능 레몬 즙 파슬리 가루 후춧가루 소금,Western,Western,O
3512,닭다리 살 인도 식 난 또는 토르티야 토마토 오이 적 양파 양배추 올리브 오일 다지다 말리다 허브 가루 소금 후춧가루 파프리카 파우더 생략 가능,Western,Western,O
3513,오징어 불리다 쌀 멸치 다시마 육수 물 로 대체 가능 다지다 청주 다지다 파슬리 생략 가능 레몬 생략 가능 올리브 오일,Western,Western,O
3514,고수 페스 토 파스타 면 새우 고수 생크림 소금 후춧가루 식용유,Western,Western,O
3515,상온 버터 가염 딜 레몬 레몬 즙 종이 호일,Western,Western,O
3516,레몬 딜 버터 파스타 면 딜 생략 가능 소금 후춧가루,Western,Western,O
3517,스테이크 소고기 소금 레드 페퍼 레드와인 식초 일반 식초 로 대체 가능 올리고당 레몬 즙 레몬 제스트 생략 가능 올리브오일 후춧가루,Western,Western,O
3518,선 드라이 토마토 아몬드 잣 호두 등 의 견과류 로 대체 가능 파르메산 치즈 그린 올리브 올리브오일 바질 허브 가루 로 대체 또는 생략 가능 소금 후춧가루,Western,Western,O
3519,선 드라이 페스 토 파스타 면 링귀 니 올리브오일 파슬리 가루 생략 가능 소금 후춧가루,Western,Western,O
3520,바질 페스 토 파스타 리가토니 파 마산 치즈 가루 올리브오일 소금 후춧가루,Western,Western,O
3521,곶감 삶다 감자 박력 분 달걀노른자 생크림 라나 파다 치즈 카옌 페퍼 올리브오일 소금 후추,Western,Western,O
3522,스파게티 면 새우 칵테일 새우 또는 냉동 새우 로 대체 가능 양파 페퍼 론 치노 방울토마토 시금치 치킨 스톡 고형 소금 후춧가루 파 마산 치즈 물 올리브유,Western,Western,O
3523,현미 밥 채수 표고버섯 화이트와인 생략 가능 두유 트러플 오일 생략 가능 다지다 파슬리 식용유 소금 후춧가루,Western,Western,O
3524,비트 채수 올리브오일 소금 후춧가루 검다 깨 생략 가능 식물성 요거트 생략 가능,Western,Western,O
3525,양파 다지다 베이컨 양송이버섯 화이트 와인 또는 청주 파 마산 치즈 올리브유 소금 후춧가루 파슬리 버터 생략 가능,Western,Western,O
3526,사과 고르곤졸라 치즈 피자 치즈 꿀 굵다 다지다 호두 올리브오일,Western,Western,O
3527,오리 가슴 살 꿀 샬롯 발사믹 식초 화이트와인 소금 후추,Western,Western,O
3528,그린 올리브 블랙 올리브 올리브 오일 허브 가루 후춧가루 크러쉬 드 레드 페퍼 로즈마리 생략 가능,Western,Western,O
3529,페투치네 면 베이컨 새우 양송이버섯 양파 페페 론 치노 버터 라나 파다 치즈 또는 파르메산 치즈 올리브유 후춧가루,Western,Western,O
3530,사과 바게트 브리 치즈 크림 치즈 로 대체 가능 버터 다지다 견과류 꿀 시나몬 파우더 생략 가능 타임 생략 가능,Western,Western,O
3531,부라타 치즈 방울토마토 바질 페스 토 바질 올리브 오일 소금 후추,Western,Western,O
3532,파스타 면 판체타 베이컨 파 마산 치즈 달걀 달걀 노른자 면수 소금 후춧가루 물 올리브유,Western,Western,O
3533,돼지고기 등심 달걀 밀가루 빵가루 건 식 레몬 크렌베리 잼 식용유,Western,Western,O
3534,바게트 잠봉햄 가염 버터,Western,Western,O
3535,닭고기 다리 살 양파 홀 토마토 시판 고형 카레 치킨 육수 또는 물 우유 생크림 땅콩 버터 버터 밥 파슬리 가루,Western,Western,O
3536,홍합 양파 셀러리 생략 가능 대파 청양고추 또는 페페 론 치노 물 카레 가루 올리브오일 소금 후춧가루,Western,Western,O
3537,박력 분 슈가 파우더 아몬드 가루 소금 버터 무염 달걀 노른자 머스코바 도 흑설탕 으로 대체 가능,Western,Western,O
3538,닭 안심 우유 튀김 가루 달걀 식용유,Western,Western,O
3539,파스타 면 소금 후추 파 마산 치즈 소금 올리브오일,Western,Western,O
3540,감자 파 마산 치즈 가루 파슬리 가루 케찹,Western,Western,O
3541,감자 양파 피망 베이컨 소금 후춧가루 파프리카 파우더 올리브 오일,Western,Western,O
3542,연어 아스파라거스 양파 브로콜리 감자 케이 퍼 레몬 버터 화이트와인 딜,Western,Western,O
3543,콜리플라워 양송이 버섯 그린 올리브 메이플 시럽 후춧가루 바질 페스 토,Western,Western,O
3544,감자 모짜렐라 슬 라이스 버터 라나 파다 치즈 또는 파르메산 치즈 꿀 소금 후춧가루,Western,Western,O
3545,채끝살 스테이크 대파 또는 쫑 단호박 새송이 버섯 방울토마토 적 양파 올리브 오일 허브 솔트 꼬치,Western,Western,O
3546,채끝살 적 양파 쫑 단호박 방울토마토 미니 새송이 버섯 후춧가루,Western,Western,O
3547,새우 브로콜리 미니 새송이 버섯 페퍼 론 치노 로즈마리 바게트 빵 올리브 오일 바질 페스 토 소금 후춧가루,Western,Western,O
3548,양배추 당근 소금 월계수 작다,Western,Korean,X
3549,쇠고기 불고기 양파 피망 빨강 초록 소금 후춧가루 핫도그 빵 식용유 콜비잭 치즈,Western,Western,O
3550,양파 레드와인 치킨 육수 치킨 스톡 큐브 물 뤼 에르 치즈 또는 에멘 탈 치즈 바게트 빵 후춧가루 소금 월계수 파슬리 가루 버터,Western,Western,O
3551,닭 가슴 살 생 모짜렐라 치즈 바질 페스 토 방울토마토 바질 후춧가루,Western,Western,O
3552,달걀 버터 설탕 소금,Western,Western,O
3553,쇠고기 와 돼지고기 다짐 육 페투치네 면 양파 당근 새다 리 토마토 다지다 토마토소스 레드와인 치킨 육수 또는 물 버터 올리브유 소금 후춧가루 라나 파다 치즈 또는 파르메산 치즈,Western,Western,O
3554,시금치 베이컨 양파 방울토마토 버터 슈 레드 모짜렐라 치즈 라나 파다 치즈,Western,Western,O
3555,곡물 빵 훈제 연어 슬 라이스 아보카도 적 양파 피클 레몬 달걀 루꼴 라 소금 후춧가루 파슬리 가루 크러쉬 드 레드 페퍼 올리브오일,Western,Western,O
3556,필라델피아 크림 치즈 딸기 생크림 딸기 잼 딸기 로즈마리 생략 가능 메이플 시럽 생략 가능 다지다 피스타치오 생략 가능,Western,Western,O
3557,미니 파프리카 올리브오일 소금 후춧가루 호두 강정 딜 생략 가능 발사믹 식초 생략 가능,Western,Western,O
3558,아보카도 훈제 연어 슬 라이스 달걀 바질 페스 토 딜 소금 후춧가루 크러쉬 드 레드 페퍼,Western,Western,O
3559,쇠고기 안심 또는 등심 새우 피망 빨갛다 파프리카 토마토 양파 토르티야 소 올리브유 구아카몰,Western,Western,O
3560,무화과 리코 타 치즈 피스타치오 메이플시럽 또는 꿀 후춧가루 민트 생략 가능 발사믹 글 레이즈,Western,Western,O
3561,복숭아 리코 타 치즈 또는 마스 카포네 치즈 아몬드 피스타치오 메이플 시럽 타임 후춧가루,Western,Western,O
3562,닭 가슴 살 야생 블루베리 삶다 퀴노아 삶다 율무 샐러드 채소 크레송 루꼴 라 양파 우유 올리브오일 후춧가루,Western,Western,O
3563,식빵 달걀 우유 설탕 소금 버터 슈가 파우더 생략 가능,Western,Western,O
3564,감자 베이컨 양파 실파 콜비잭 치즈 또는 체다 치즈 피자치즈 버터 사워크림 또는 그릭 요거트 우유 소금 후춧가루 올리브오일,Western,Western,O
3565,바게트 아보카도 칵테일 새우 올리브오일 파프리카 파우더 루꼴 라 소금 후춧가루 크러쉬 드 레드 페퍼 생략 가능 버터,Western,Western,O
3566,완숙 토마토 양파 당근 다지다 바질 가루 생략 가능 월계수 생략 가능 버터 치킨 스톡 고형 물 파슬리 생략 가능 소금 후춧가루 파르메산 치즈 생략 가능 올리브오일,Western,Western,O
3567,소시지 베이컨 양파 파프리카 빨강 달걀 다지다 모차렐라 치즈 올리브유 소금 후춧가루 파슬리,Western,Western,O
3568,닭 감자 당근 방울 양배추 샬룻 깔다 레몬 로즈마리 월계수 올리브오일 소금 후춧가루,Western,Western,O
3569,스파게티 면 페페 론 치노 이탈리안 파슬리 생략 가능 올리브오일 스파게티 삶다 물 소금 후춧가루,Western,Western,O
3570,아보카도 달걀 튀김 가루 빵가루 레몬 파슬리 가루,Western,Western,O
3571,스위트콘 피망 양파 슬 라이스 치즈 피자치즈 버터 파슬리 가루,Western,Western,O
3572,감자 작다 베이컨 체더치즈 플레인 요거트 파슬리 가루,Western,Western,O
3573,바지락 페페 론 치노 실파 청주 또는 화이트와인 올리브오일 후춧가루,Western,Western,O
3574,브로콜리 작다 두부 베이컨 슬 라이스 샐러드 채소 피칸 또는 아몬드 슬 라이스 소금 후춧가루,Western,Western,O
3575,스파게티 면 비엔나소시지 양파 피망 방울토마토 달걀 올리브유 버터 파 마산 치즈 블럭,Western,Western,O
3576,마카로니 오이 당근 적 양파 파프리카 빨간색 삶다 달걀 파슬리 가루,Western,Western,O
3577,나초 베이컨 아보카도 어린잎채소 올리브유 파 마산 치즈 블럭 후춧가루,Western,Western,O
3578,훈제 연어 슬 라이스 오이 레디 쉬 양파 레몬 어린잎채소 케이 퍼 생략 가능 후춧가루,Western,Western,O
3579,바나나 바게트 누텔라 견과류 꿀,Western,Western,O
3580,아보카도 달걀 잎채소 로메 인 치 커리 라 디키 파 마산 치즈 블럭 뮤즐리 후추 파슬리 가루,Western,Western,O
3581,스파게티 면 명란젓 양파 마르다 고추 실파 올리브오일 조미 김 소금,Western,Western,O
3582,새우 레몬 아스파라거스 생략 가능 미니 양배추 생략 가능 맛술 파슬리 가루 소금 후춧가루 파 마산 치즈 블럭,Western,Western,O
3583,모닝 빵 새우 토마토 적 양파 상추 달걀 밀가루 빵가루 튀김 기름 소금 후춧가루,Western,Western,O
3584,참치 마 아보카도 방울토마토 표고버섯 국 간장 레몬 즙 후춧가루,Western,Western,O
3585,고구마 단호박 아몬드 구 운 것 아몬드 슬 라이스 구 운 것 헤이즐넛 구 운 것,Western,Western,O
3586,포도 토르티야 피자치즈 꿀 또는 메이플시럽 루꼴 라 또는 샐러드 잎채소 파 마산 치즈 블럭,Western,Western,O
3587,삶다 달걀 대추 토마토 블랙 올리브 구 운 호두 새싹 채소 올리브유,Western,Western,O
3588,토마토 오이 파프리카 빨간색 새다 리 올리브유 소금 후춧가루,Western,Western,O
3589,쇠고기 불고기 토르티야 체더치즈 슬 라이스 피자치즈 양파 파프리카 달걀 다지다 양파 생략 가능 피클 케첩 머스터드 생략 가능,Western,Western,O
3590,닭다리 살 또는 닭 가슴 살 체더치즈 달걀 빵가루 밀가루 우유 파슬리 가루 식용유 샐러드 야채 생략 가능 슬 라이스 햄,Western,Western,O
3591,식빵 양배추 두부 소금 후추 식초 설탕 소금 토마토 슬 라이스 홀 레인 머스터드 발사믹 글 레이즈 어린잎채소,Western,Japanese,X
3592,브로콜리 비트 바게트 빵 슬 라이스 이탈리안 파슬리 아몬드 슬 라이스 병아리 콩 올리브유 소금 후추,Western,Western,O
3593,식빵 슬 라이스 햄 슬 라이스 체더치즈 딸기 째다 허니 머스터드 빵가루 식용유,Western,Western,O
3594,토르티야 꿀 피자치즈 루꼴 라 샐러드 잎채소 딸기 메이플시럽 또는 꿀,Western,Western,O
3595,통밀 가루 백 밀가루 베이킹파우더 소금,Western,Western,O
3596,연어 스테이크 레몬 딜 생략 가능 양파 버터 올리브오일 소금 후추,Western,Western,O
3597,양송이 새우 양파 버터 시판 토마토소스,Western,Western,O
3598,아보카도 삶다 달걀 방울토마토 모차렐라 치즈 또는 보코 치다 치즈 블랙 올리브 그린 올리브 새싹 채소 파 마산 치즈 블럭 또는 쉬 레드 체더치즈 파슬리 가루,Western,Western,O
3599,마카로니 체더치즈 우유 버터 밀가루 소금 후춧가루 파슬리 가루,Western,Western,O
3600,닭고기 안심 살 달걀 흰자 레몬 우유 녹말 물 설탕 즙 간장 식용유 굵다 소금 소금 후춧가루,Western,Western,O
3601,고구마 체더치즈 피자치즈 파슬리 가루 후추,Western,Western,O
3602,쇠고기 등심 또는 채끝살 방울토마토 미니 새송이 표고 적 양파 잎채소 라임 생략 가능 올리브유 소금 후추,Western,Western,O
3603,다지다 쇠고기 양파 파프리카 토마토 토르티야 체더치즈 플레인 요거트 또는 사워크림 고수 생략 가능 올리브오일,Western,Western,O
3604,닭 안심 또는 닭 가슴 살 로메 인 토마토 피클 빵가루 할라피뇨 생략 가능 토르티야 체더치즈 슬 라이스,Western,Western,O
3605,돼지고기 등 갈비 파슬리 가루 대파 파란 부분 월계수 통후추 후추,Western,Western,O
3606,식빵 슬 라이스 치즈 슬 라이스 햄 삶다 고구마 피자치즈,Western,Western,O
3607,닭 가슴 살 오트밀 라 디 치다 토마토 상추 꿀 소금 후추,Western,Western,O
3608,옥수수 감자 양파 우유 생크림 버터 올리고당 소금 후추 파슬리,Western,Western,O
3609,감자 체더치즈 스위트콘 버터 케첩 전분 가루,Western,Western,O
3610,스파게티 면 베이컨 양송이버섯 느타리버섯 양파 버터 올리브유 후추,Western,Western,O
3611,다지다 쇠고기 체더 슬 라이스 치즈 토마토 상추 버터 햄버거 빵 소금 후추 올리브유,Western,Western,O
3612,칼라 방울토마토 적 양파 레몬 바질 소금 후추,Western,Western,O
3613,모시조개 베이컨 감자 새다 리 양파 버터 밀가루 우유 소금 후추 파슬리 가루,Western,Western,O
